Title,Category,Rating,Year,Length,Type,Age,Genre,URL
Will Ferrell: Mark Twain Prize,['self'],5.6/10,2011,1h 30m,TV Special,,['Comedy'],https://www.imdb.com/title/tt2095007/
A Decade of Difference: A Concert Celebrating 10 Years of the William J. Clinton Foundation,['self'],4.9/10,2011,,Movie,,"['Documentary', 'Music']",https://www.imdb.com/title/tt2112883/
Clinton Foundation: Celebrity Division,['self'],6.2/10,2011,,Movie,TV-14,"['Short', 'Comedy']",https://www.imdb.com/title/tt2086820/
Unite for Japan,['self'],6.9/10,2011,,Movie,,['Short'],https://www.imdb.com/title/tt1928311/
Little Fockers: Gag Reel,['self'],5.0/10,2011,7m,Video,,"['Short', 'Comedy']",https://www.imdb.com/title/tt6780018/
The 9th Annual TV Land Awards,['self'],7.0/10,2011,1h 30m,TV Special,,['News'],https://www.imdb.com/title/tt1896823/
Little Fockers: Ben and Owen,['self'],,2011,5m,Video,,['Short'],https://www.imdb.com/title/tt5310778/
Little Fockers: Bob and Ben,['self'],,2011,5m,Video,,['Short'],https://www.imdb.com/title/tt5310760/
Little Fockers: Bout Time,['self'],,2011,4m,Video,,['Short'],https://www.imdb.com/title/tt5310756/
Close Up,['self'],6.8/10,2011–,26m,TV Series,,"['Documentary', 'Biography']",https://www.imdb.com/title/tt2132638/
The 2011 Independent Spirit Awards,['self'],6.9/10,2011,,TV Special,,[],https://www.imdb.com/title/tt1823217/
taff,['self'],2.5/10,1995–,,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt0355143/
Entertainers with Byron Allen,['self'],2.6/10,2000–,,TV Series,,['Documentary'],https://www.imdb.com/title/tt0428108/
ESPN Fantasy Football,['self'],,2011,,Movie,,"['Short', 'Comedy']",https://www.imdb.com/title/tt3986920/
In Search of Ted Demme,['self'],6.7/10,2010,,Movie,,['Documentary'],https://www.imdb.com/title/tt1207692/
Live from the NYPL: A Tribute to George Carlin,['self'],6.9/10,2010,1h 44m,Video,,['Comedy'],https://www.imdb.com/title/tt1675745/
Shalom Sesame,['self'],5.7/10,2010–2011,27m,TV Series,,['Family'],https://www.imdb.com/title/tt1500363/
Mark at the Movies,['self'],5.7/10,2009–2015,,TV Series,,['Talk-Show'],https://www.imdb.com/title/tt1618221/
Tomorrow Is Tonight,['self'],,2010,1h 30m,TV Movie,,['Comedy'],https://www.imdb.com/title/tt4029360/
"Tim and Eric Awesome Show, Great Job!",['self'],7.6/10,2007–2017,11m,TV Series,TV-14,"['Comedy', 'Music']",https://www.imdb.com/title/tt0912343/
The Cove: My Friend is...,['self'],9.0/10,2010,,Movie,,['Short'],https://www.imdb.com/title/tt1946335/
An Extras Night In,['self'],,2010,3h 30m,TV Movie,,['Documentary'],https://www.imdb.com/title/tt1633165/
Comedy Bang Bang: The Podcast,['self'],9.8/10,2009–,,Podcast Series,,"['Comedy', 'Talk-Show']",https://www.imdb.com/title/tt14947726/
The View,['self'],2.5/10,1997–,1h,TV Series,TV-14,['Talk-Show'],https://www.imdb.com/title/tt0123366/
Between Two Ferns with Zach Galifianakis,['self'],8.4/10,2008–,4m,TV Series,TV-14,"['Short', 'Comedy', 'Talk-Show']",https://www.imdb.com/title/tt1535002/
The 82nd Annual Academy Awards,['self'],6.7/10,2010,3h 37m,TV Special,TV-14,['News'],https://www.imdb.com/title/tt1541775/
25th Film Independent Spirit Awards,['self'],5.8/10,2010,,TV Special,,['Talk-Show'],https://www.imdb.com/title/tt1619013/
Hope for Haiti Now: A Global Benefit for Earthquake Relief,['self'],6.6/10,2010,2h,TV Special,,"['Documentary', 'Music']",https://www.imdb.com/title/tt1587308/
The Tonight Show with Conan O'Brien,"['self', 'archive footage']",8.0/10,2009–2010,1h 2m,TV Series,TV-14,"['Comedy', 'Music', 'Talk-Show']",https://www.imdb.com/title/tt0899126/
Larry King Live,['self'],5.4/10,1985–2010,1h,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt0088550/
The Rooneys,['self'],8.6/10,2010,22m,TV Movie,,[],https://www.imdb.com/title/tt2095802/
2009 Britannia Awards,['self'],,2009,,TV Special,,[],https://www.imdb.com/title/tt1871196/
Streisand: Live in Concert,['self'],8.1/10,2009,1h 45m,TV Special,Not Rated,['Music'],https://www.imdb.com/title/tt1449258/
The Kennedy Center Honors: A Celebration of the Performing Arts,['self'],7.1/10,2009,,TV Special,,[],https://www.imdb.com/title/tt1571221/
Show Me the Monkey: Primate Prima Donnas,['self'],,2009,6m,Video,,['Short'],https://www.imdb.com/title/tt5342754/
The Curators of Comedy: Behind-the-Scenes of 'Night at the Museum: Battle of the Smithsonian',['self'],6.3/10,2009,28m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5340978/
Mayne Street,['self'],8.4/10,2008–2010,,TV Series,,['Comedy'],https://www.imdb.com/title/tt1308490/
A Night at the Office,['self'],7.8/10,2009,3h 35m,TV Movie,,['Documentary'],https://www.imdb.com/title/tt1502758/
Spike's Guys Choice,['self'],5.9/10,2009,,TV Special,,[],https://www.imdb.com/title/tt1447796/
2009 MTV Movie Awards,['self'],5.8/10,2009,,TV Special,TV-14,[],https://www.imdb.com/title/tt1401689/
GMTV,['self'],3.8/10,1993–2010,3h 25m,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt0222560/
Troldspejlet,['self'],8.8/10,1989–,25m,TV Series,,['News'],https://www.imdb.com/title/tt0318251/
Friday Night with Jonathan Ross,['self'],7.1/10,2001–2010,1h,TV Series,,"['Comedy', 'Music', 'Talk-Show']",https://www.imdb.com/title/tt0299302/
American Idol: The Search for a Superstar,['self'],4.2/10,2002–,42m,TV Series,TV-PG,"['Game-Show', 'Music', 'Reality-TV']",https://www.imdb.com/title/tt0319931/
Xposé,['self'],2.8/10,2007–2019,30m,TV Series,,"['Music', 'News', 'Talk-Show']",https://www.imdb.com/title/tt1016283/
Nickelodeon Kids' Choice Awards 2009,['self'],6.3/10,2009,1h 30m,TV Special,,['Family'],https://www.imdb.com/title/tt1409118/
The Movie Loft,['self'],6.7/10,2001–,,TV Series,,"['Comedy', 'News', 'Talk-Show']",https://www.imdb.com/title/tt1297644/
The 81st Annual Academy Awards,['self'],7.8/10,2009,3h 30m,TV Special,TV-14,['News'],https://www.imdb.com/title/tt1219288/
This Morning,['self'],4.6/10,1988–,2h,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt0181261/
The 14th Annual Critics' Choice Awards,['self'],7.1/10,2009,,TV Special,,['Reality-TV'],https://www.imdb.com/title/tt1264979/
Press Pass,['self'],,2008–,22m,TV Series,,['Comedy'],https://www.imdb.com/title/tt1487574/
At the Movies,['self'],8.3/10,2004–2014,30m,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt0421288/
Cartelera,['self'],6.4/10,1994–2008,30m,TV Series,,"['Documentary', 'News']",https://www.imdb.com/title/tt0447736/
MTV Movie Awards: Tropic Thunder,['self'],6.4/10,2008,4m,Video,,['Short'],https://www.imdb.com/title/tt5489740/
The Cast of 'Tropic Thunder',['self'],7.6/10,2008,22m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5489226/
Tropic Thunder: Before the Thunder,['self'],7.6/10,2008,5m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5489212/
Tropic Thunder: Blowing S#%t Up,['self'],6.0/10,2008,6m,Video,,"['Documentary', 'Short', 'Comedy']",https://www.imdb.com/title/tt1854368/
Tropic Thunder: Designing the Thunder,['self'],7.2/10,2008,8m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5489220/
Tropic Thunder: Dispatches from the Edge of Madness,['self'],,2008,23m,Video,,"['Short', 'Comedy']",https://www.imdb.com/title/tt1854369/
Tropic Thunder: Full Mags,['self'],7.3/10,2008,33m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5489726/
Tropic Thunder: The Hot LZ,['self'],5.6/10,2008,6m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5489232/
The Making of Madagascar 2,['self'],6.1/10,2008,,TV Movie,,['Documentary'],https://www.imdb.com/title/tt1320102/
Resumen - 56º Festival internacional de cine de San Sebastián,['self'],,2008,,TV Special,,[],https://www.imdb.com/title/tt1300291/
Quelli che... il calcio,['self'],5.2/10,1993–,2h 5m,TV Series,,"['Comedy', 'Music', 'Sport']",https://www.imdb.com/title/tt0445135/
Só Visto,['self'],6.7/10,2004–,1h,TV Series,,['Talk-Show'],https://www.imdb.com/title/tt1067896/
L'hebdo cinéma,['self'],3.7/10,2005–,,TV Series,,['Documentary'],https://www.imdb.com/title/tt0488067/
ABC News Nightline,['self'],5.7/10,1980–,30m,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt0154053/
HBO First Look,['self'],6.2/10,1992–,13m,TV Series,,"['Documentary', 'Short']",https://www.imdb.com/title/tt0318220/
Nick Nolte: No Exit,['self'],6.5/10,2008,1h 14m,Movie,Not Rated,"['Documentary', 'Biography']",https://www.imdb.com/title/tt1199503/
Spike Guys Choice,['self'],5.5/10,2008,1h 30m,TV Special,,[],https://www.imdb.com/title/tt1301718/
2008 MTV Movie Awards,['self'],5.9/10,2008,,TV Special,,['Music'],https://www.imdb.com/title/tt1230105/
Hotel Gramercy Park,['self'],6.9/10,2008,,Movie,,['Documentary'],https://www.imdb.com/title/tt0939615/
Night of Too Many Stars: An Overbooked Concert for Autism Education,['self'],5.7/10,2008,2h,TV Special,,['Comedy'],https://www.imdb.com/title/tt1320350/
Historical Threads: The Costumes of 'Night at the Museum',['self'],7.2/10,2007,10m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt1090661/
The Farrelly Bros. In the French Tradition,['self'],,2007,17m,Video,,['Short'],https://www.imdb.com/title/tt5290676/
The Heartbreak Kid: Ben & Jerry,['self'],,2007,6m,Video,,['Short'],https://www.imdb.com/title/tt5290686/
The Heartbreak Kid: Halloween,['self'],,2007,3m,Video,,['Short'],https://www.imdb.com/title/tt5290700/
The Heartbreak Kid: The Egg Toss,['self'],,2007,8m,Video,,['Short'],https://www.imdb.com/title/tt5290692/
The Making of 'Night at the Museum',['self'],8.3/10,2007,15m,Video,,"['Short', 'Comedy']",https://www.imdb.com/title/tt1053886/
Concert for Diana,['self'],7.3/10,2007,5h 5m,TV Special,,"['Documentary', 'Music']",https://www.imdb.com/title/tt0918508/
AFI's 100 Years... 100 Movies: 10th Anniversary Edition,['self'],7.2/10,2007,2h 10m,TV Movie,,['Documentary'],https://www.imdb.com/title/tt1025011/
Bob & Doug McKenzie's Two-Four Anniversary,['self'],7.9/10,2007,1h 34m,TV Movie,,"['Documentary', 'Comedy']",https://www.imdb.com/title/tt1040009/
Bringing the Museum to Life,['self'],7.5/10,2007,6m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt1073101/
Building the Museum,['self'],,2007,7m,Video,,['Short'],https://www.imdb.com/title/tt5340922/
Night at the Museum: Monkey Business,['self'],6.0/10,2007,5m,Video,,['Short'],https://www.imdb.com/title/tt5340912/
The Henry Rollins Show,['self'],8.1/10,2006–2007,,TV Series,TV-MA,"['Music', 'Talk-Show']",https://www.imdb.com/title/tt0782110/
Nickelodeon Kids' Choice Awards '07,['self'],5.5/10,2007,,TV Special,,[],https://www.imdb.com/title/tt1002691/
The 64th Annual Golden Globe Awards,['self'],5.2/10,2007,,TV Special,,['News'],https://www.imdb.com/title/tt0914790/
Reel Comedy,['self'],4.6/10,2002–2010,,TV Series,,['Comedy'],https://www.imdb.com/title/tt1628029/
A Night at the Museum with McFly,['self'],7.0/10,2006,30m,TV Movie,,[],https://www.imdb.com/title/tt0918549/
HypaSpace,['self'],5.4/10,2002–2008,25m,TV Series,,['Documentary'],https://www.imdb.com/title/tt0315677/
In the Mix,['self'],4.9/10,2005–2006,30m,TV Series,,"['Music', 'News', 'Reality-TV']",https://www.imdb.com/title/tt0482409/
Night of Too Many Stars: An Overbooked Event for Autism Education,['self'],6.2/10,2006,,TV Special,Unrated,['Comedy'],https://www.imdb.com/title/tt0884329/
Comedy Central Roasts,['self'],7.3/10,2003–,,TV Series,,[],https://www.imdb.com/title/tt15561558/
Corazón de...,['self'],3.3/10,1997–,30m,TV Series,,['News'],https://www.imdb.com/title/tt0463397/
The 78th Annual Academy Awards,['self'],6.8/10,2006,3h 34m,TV Special,,['Music'],https://www.imdb.com/title/tt0497318/
Awesome; I Fuckin' Shot That!,['self'],7.5/10,2006,1h 30m,Movie,R,"['Documentary', 'Music']",https://www.imdb.com/title/tt0488953/
Todd's Coma,['self'],6.1/10,2005,,TV Movie,,['Comedy'],https://www.imdb.com/title/tt1449273/
Earth to America,['self'],5.5/10,2005,2h,TV Special,,['Comedy'],https://www.imdb.com/title/tt0493412/
The Enchanted Island of Madagascar,['self'],7.3/10,2005,8m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt0832346/
The Work of Director Mark Romanek,['self'],8.1/10,2005,2h 35m,Video,,"['Documentary', 'Music']",https://www.imdb.com/title/tt0420323/
2005 MTV Movie Awards,['self'],5.8/10,2005,1h 47m,TV Special,TV-PG,['Music'],https://www.imdb.com/title/tt0463853/
Fockers' Family Portrait,['self'],,2005,6m,Video,,['Short'],https://www.imdb.com/title/tt5329530/
Inside the Litter Box: Behind the Scenes with Jinx the Cat,['self'],,2005,5m,Video,,['Short'],https://www.imdb.com/title/tt5329504/
Matt Lauer Meets the Fockers,['self'],,2005,5m,Video,,['Short'],https://www.imdb.com/title/tt5329534/
Nickelodeon Kids' Choice Awards '05,['self'],4.8/10,2005,1h 30m,TV Special,,['Reality-TV'],https://www.imdb.com/title/tt0459659/
Bar Mitzvah Bash!,['self'],5.0/10,2004,,TV Special,,['Comedy'],https://www.imdb.com/title/tt1441419/
Starsky & Hutch: A Last Look,['self'],6.0/10,2004,9m,Video,,"['Short', 'Comedy']",https://www.imdb.com/title/tt0488639/
DodgeBall: Go for the Gold,['self'],,2004,2m,Video,,['Short'],https://www.imdb.com/title/tt5247848/
DodgeBall: The Anatomy of a Hit,['self'],,2004,3m,Video,,['Short'],https://www.imdb.com/title/tt5247854/
La méthode Cauet,['self'],4.7/10,2003–,,TV Series,,['Talk-Show'],https://www.imdb.com/title/tt0429403/
2004 MTV Movie Awards,['self'],4.7/10,2004,2h,TV Special,,['Music'],https://www.imdb.com/title/tt0415469/
The Making of Along Came Polly,['self'],7.0/10,2004,10m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5166738/
MTV Special: 'Dodgeball - A True Underdog Story',['self'],6.1/10,2004,,TV Movie,,['Sport'],https://www.imdb.com/title/tt0476064/
Rove Live,['self'],6.3/10,2000–2009,1h 15m,TV Series,,"['Comedy', 'Talk-Show']",https://www.imdb.com/title/tt0261489/
4Pop,['self'],5.3/10,2003–2004,30m,TV Series,,"['Documentary', 'Music']",https://www.imdb.com/title/tt0357350/
The 2nd Annual TV Land Awards,['self'],7.4/10,2004,2h,TV Special,,[],https://www.imdb.com/title/tt0403487/
Player$,['self'],4.1/10,2002–2004,30m,TV Series,,[],https://www.imdb.com/title/tt0360301/
Duplex: Behind the Scenes Special,['self'],,2004,4m,Video,,['Short'],https://www.imdb.com/title/tt5252726/
The 76th Annual Academy Awards,['self'],6.7/10,2004,3h 45m,TV Special,,['Music'],https://www.imdb.com/title/tt0381851/
T4,['self'],5.5/10,2001–2012,,TV Series,,"['Family', 'Talk-Show']",https://www.imdb.com/title/tt0354338/
Tinseltown TV,['self'],4.3/10,2002–2004,1h,TV Series,,"['Music', 'News']",https://www.imdb.com/title/tt0376434/
Tenacious D: The Complete Masterworks,['self'],8.5/10,2003,3h 26m,Video,Not Rated,"['Documentary', 'Comedy', 'Music']",https://www.imdb.com/title/tt0388462/
Late Night with Conan O'Brien: 10th Anniversary Special,['self'],8.5/10,2003,1h 3m,TV Special,,['Comedy'],https://www.imdb.com/title/tt0424230/
Wake Up Your Smile!,['self'],,2003,,TV Special,,['Comedy'],https://www.imdb.com/title/tt12830022/
2003 MTV Video Music Awards,['self'],5.1/10,2003,3h,TV Special,,['Music'],https://www.imdb.com/title/tt0375940/
Ruby Wax with...,['self'],5.5/10,2003–,30m,TV Series,,['Documentary'],https://www.imdb.com/title/tt0908841/
ESPY Awards,['self'],5.3/10,2003,,TV Special,,['Sport'],https://www.imdb.com/title/tt0382655/
Best Fight: Ben Stiller and Puffy the Dog,['self'],,2003,3m,Video,,['Short'],https://www.imdb.com/title/tt5472804/
Getting Behind Mary: A Behind the Scenes at 'There's Something About Mary',['self'],,2003,44m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5472154/
"There's Something About Mary: Exposing Themselves - Cameron Diaz, Matt Dillon, Ben Stiller, and Chris Elliott",['self'],8.5/10,2003,14m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt5472732/
AFI Life Achievement Award,['self'],6.5/10,1973–,,TV Series,,[],https://www.imdb.com/title/tt15441582/
Pauly Shore Is Dead,['self'],4.4/10,2003,1h 22m,Movie,R,['Comedy'],https://www.imdb.com/title/tt0284674/
"Hollywood, Inc.",['self'],,2002,,TV Series,,['Documentary'],https://www.imdb.com/title/tt0483853/
Prehistoric Planet,['self'],7.4/10,2002,2h 7m,TV Mini Series,,"['Documentary', 'Animation']",https://www.imdb.com/title/tt0397820/
Backstory,['self'],8.5/10,2000–,,TV Series,,['Documentary'],https://www.imdb.com/title/tt0283707/
Primetime Glick,['self'],7.4/10,2001–2003,22m,TV Series,TV-14,"['Comedy', 'Music', 'Talk-Show']",https://www.imdb.com/title/tt0287872/
74th Annual Academy Awards,['self'],5.8/10,2002,4h 16m,TV Special,,['Family'],https://www.imdb.com/title/tt0313162/
Playboy: Inside the Playboy Mansion,['self'],4.3/10,2002,1h 33m,TV Movie,R,['Documentary'],https://www.imdb.com/title/tt0355570/
Dennis Miller Live,['self'],6.4/10,1994–2002,30m,TV Series,TV-MA,"['Comedy', 'Talk-Show']",https://www.imdb.com/title/tt0108742/
Run Ronnie Run,['self'],6.2/10,2002,1h 26m,Movie,Unrated,['Comedy'],https://www.imdb.com/title/tt0258100/
The 29th Annual American Music Awards,['self'],5.5/10,2002,,TV Special,,"['Family', 'Music']",https://www.imdb.com/title/tt0799907/
Playboy Exposed: Playboy Mansion Parties Uncensored,['self'],6.3/10,2001,48m,Video,Unrated,"['Documentary', 'Music']",https://www.imdb.com/title/tt0838191/
Spotlight on Location: Meet the Parents,['self'],6.5/10,2001,24m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt0373336/
Bravo Profiles,['self'],6.7/10,1998–2004,,TV Series,,"['Documentary', 'Biography']",https://www.imdb.com/title/tt0288347/
MTV Europe Music Awards,['self'],5.1/10,1994–,,TV Series,,[],https://www.imdb.com/title/tt15441870/
TV total,['self'],6.7/10,1999–,45m,TV Series,,"['Comedy', 'Horror', 'Music']",https://www.imdb.com/title/tt0207274/
+ de cinéma,['self'],6.5/10,2001–2002,30m,TV Series,,"['Documentary', 'Short', 'News']",https://www.imdb.com/title/tt0302066/
The Big Breakfast,['self'],6.8/10,1992–2002,2h,TV Series,,"['Comedy', 'Game-Show', 'News']",https://www.imdb.com/title/tt0103363/
Howard Stern,['self'],6.3/10,1994–2005,1h,TV Series,TV-14,"['Comedy', 'Talk-Show']",https://www.imdb.com/title/tt0159879/
Come Together: A Night for John Lennon's Words and Music,['self'],7.1/10,2001,,TV Special,,"['Documentary', 'Music']",https://www.imdb.com/title/tt0321744/
Inside the Actors Studio,['self'],8.6/10,1994–,1h 5m,TV Series,TV-PG,['Talk-Show'],https://www.imdb.com/title/tt0169455/
Biography,['self'],7.7/10,1987–,1h,TV Series,,"['Documentary', 'Biography', 'History']",https://www.imdb.com/title/tt0092322/
America: A Tribute to Heroes,['self'],6.7/10,2001,2h,TV Special,,"['Documentary', 'Music']",https://www.imdb.com/title/tt0296503/
Ben Stiller Uncensored,['self'],,2001,30m,TV Movie,,['Documentary'],https://www.imdb.com/title/tt2057369/
2001 MTV Video Music Awards,['self'],4.6/10,2001,,TV Special,,['Music'],https://www.imdb.com/title/tt0296065/
Breaking the Silence: The Making of 'Hannibal',['self'],7.0/10,2001,1h 15m,Video,,['Documentary'],https://www.imdb.com/title/tt0365017/
2001 MTV Movie Awards,['self'],5.3/10,2001,,TV Special,,['Music'],https://www.imdb.com/title/tt0286409/
Who Wants to Be a Millionaire,['self'],6.3/10,1999–2020,1h,TV Series,TV-G,['Game-Show'],https://www.imdb.com/title/tt0211178/
The 73rd Annual Academy Awards,['self'],6.4/10,2001,,TV Special,,['Family'],https://www.imdb.com/title/tt0280387/
The Andy Dick Show,['self'],6.4/10,2001–2003,30m,TV Series,,['Comedy'],https://www.imdb.com/title/tt0274234/
The Howard Stern Radio Show,['self'],6.7/10,1998–2001,,TV Series,,['Talk-Show'],https://www.imdb.com/title/tt0165319/
The Rosie O'Donnell Show,['self'],3.9/10,1996–2002,1h,TV Series,TV-G,"['Comedy', 'Talk-Show']",https://www.imdb.com/title/tt0115338/
2000 MTV Video Music Awards,['self'],4.3/10,2000,,TV Special,,['Music'],https://www.imdb.com/title/tt0261809/
2000 MTV Movie Awards,['self'],4.4/10,2000,,TV Special,,[],https://www.imdb.com/title/tt0278884/
AFI's 100 Years... 100 Laughs: America's Funniest Movies,['self'],6.5/10,2000,,TV Special,,['Documentary'],https://www.imdb.com/title/tt0250182/
2000 Blockbuster Entertainment Awards,['self'],4.2/10,2000,,TV Special,,"['Documentary', 'Family']",https://www.imdb.com/title/tt0343328/
Spotlight on Location: Mystery Men,['self'],6.7/10,2000,18m,Video,,"['Documentary', 'Short']",https://www.imdb.com/title/tt0427890/
Sesam,"['self', 'archive footage']",8.1/10,1969–,55m,TV Series,TV-Y,"['Animation', 'Adventure', 'Comedy']",https://www.imdb.com/title/tt0063951/
The Mike & Ben Show,['self'],,1999–2006,30m,TV Series,,['Comedy'],https://www.imdb.com/title/tt3170054/
MTV Uncensored,['self'],5.7/10,1999,2h,TV Movie,,['Documentary'],https://www.imdb.com/title/tt0393445/
The N.Y. Friars Club Roast of Jerry Stiller,['self'],6.8/10,1999,1h,TV Special,TV-MA,['Comedy'],https://www.imdb.com/title/tt0463482/
WWE Monday Night RAW,['self'],7.7/10,1993–,1h,TV Series,TV-PG,"['Action', 'Sport']",https://www.imdb.com/title/tt0185103/
The 53rd Annual Tony Awards,['self'],8.1/10,1999,,TV Special,,['Music'],https://www.imdb.com/title/tt0415471/
1999 MTV Movie Awards,['self'],5.6/10,1999,,TV Special,,['News'],https://www.imdb.com/title/tt0266212/
The Roseanne Show,['self'],2.9/10,1997–2000,1h,TV Series,,"['Comedy', 'Talk-Show']",https://www.imdb.com/title/tt0168372/
The 56th Annual Golden Globe Awards,['self'],5.4/10,1999,,TV Special,,[],https://www.imdb.com/title/tt0447822/
Backstreet Boyz,['self'],7.2/10,1998,,TV Short,,"['Comedy', 'Short']",https://www.imdb.com/title/tt0278963/
Intimate Portrait,['self'],7.5/10,1990–2005,1h,TV Series,,"['Documentary', 'Biography']",https://www.imdb.com/title/tt0896232/
MTV Video Music Awards Opening Act,['self'],4.9/10,1998,,TV Special,,['Music'],https://www.imdb.com/title/tt2275821/
1998 VH1 Fashion Awards,['self'],6.0/10,1998,,TV Special,,['Family'],https://www.imdb.com/title/tt0290997/
Space Ghost Coast to Coast,['self'],7.9/10,1993–2012,15m,TV Series,,"['Animation', 'Comedy', 'Sci-Fi']",https://www.imdb.com/title/tt0108937/
1998 MTV Video Music Awards,['self'],4.8/10,1998,3h 6m,TV Special,TV-14,['Music'],https://www.imdb.com/title/tt0266735/
Comedy Central Canned Ham,['self'],5.4/10,1998–2002,30m,TV Series,,['Comedy'],https://www.imdb.com/title/tt0353055/
AFI's 100 Years... 100 Movies: America's Greatest Movies,['self'],7.5/10,1998,2h 18m,TV Movie,,['Documentary'],https://www.imdb.com/title/tt0192952/
To Life! America Celebrates Israel's 50th,['self'],5.6/10,1998,,TV Special,,[],https://www.imdb.com/title/tt0326287/
1998 Blockbuster Entertainment Awards,['self'],4.6/10,1998,2h,TV Special,,[],https://www.imdb.com/title/tt1715312/
Viva Variety,['self'],7.3/10,1997–1999,22m,TV Series,TV-PG,['Comedy'],https://www.imdb.com/title/tt0132665/
The Anti Gravity Room,['self'],7.8/10,1995–1997,,TV Series,,['Talk-Show'],https://www.imdb.com/title/tt0286338/
The Maury Povich Show,['self'],4.0/10,1991–2022,1h,TV Series,TV-14,"['Comedy', 'Drama', 'Talk-Show']",https://www.imdb.com/title/tt0120986/
Star Trek: 30 Years and Beyond,['self'],7.5/10,1996,1h 30m,TV Special,,['Documentary'],https://www.imdb.com/title/tt0274890/
1996 MTV Video Music Awards,['self'],5.9/10,1996,,TV Special,,['Music'],https://www.imdb.com/title/tt0378278/
1996 MTV Movie Awards,['self'],5.0/10,1996,,TV Special,,['Music'],https://www.imdb.com/title/tt0275881/
1994 MTV Video Music Awards,['self'],4.7/10,1994,,TV Special,,['Music'],https://www.imdb.com/title/tt0494256/
Rock the Vote,['self'],5.1/10,1993,1h,TV Special,,[],https://www.imdb.com/title/tt0472490/
Tom Arnold: The Naked Truth 3,['self'],4.6/10,1993,,TV Special,,"['Documentary', 'Comedy']",https://www.imdb.com/title/tt1068862/
The 45th Annual Primetime Emmy Awards,['self'],7.3/10,1993,,TV Special,,[],https://www.imdb.com/title/tt0446644/
Late Night with David Letterman,['self'],7.5/10,1982–1993,1h,TV Series,TV-PG,"['Comedy', 'Music', 'Talk-Show']",https://www.imdb.com/title/tt0083441/
Kate McShane,['self'],6.4/10,1975–,1h,TV Series,,"['Crime', 'Drama', 'Mystery']",https://www.imdb.com/title/tt0072526/
The Mike Douglas Show,['self'],7.1/10,1961–1982,,TV Series,,"['Comedy', 'Music', 'Talk-Show']",https://www.imdb.com/title/tt0170980/
Tucker Carlson Tonight,['archive footage'],5.1/10,2016–,1h,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt6238614/
Deadline: White House,['archive footage'],6.5/10,2017–,1h,TV Series,TV-G,['Talk-Show'],https://www.imdb.com/title/tt6992876/
Movie Night Extravaganza,['archive footage'],,2021–,,TV Series,,['Talk-Show'],https://www.imdb.com/title/tt15054972/
Snoop Dogg - The Doggfather,['archive footage'],,2021,,TV Movie,,"['Documentary', 'Music']",https://www.imdb.com/title/tt15812896/
The Movies That Made Us,['archive footage'],7.6/10,2019–,44m,TV Series,TV-PG,"['Documentary', 'Family', 'History']",https://www.imdb.com/title/tt10681222/
The Story of Late Night,['archive footage'],7.7/10,2021,,TV Series,,"['Documentary', 'History']",https://www.imdb.com/title/tt11612380/
Morning Joe,['archive footage'],4.0/10,2007–,3h,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt1170244/
Outnumbered,['archive footage'],4.9/10,2014–,1h,TV Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt3695158/
The Ben Shapiro Show,['archive footage'],5.5/10,2015–,,Podcast Series,,"['News', 'Talk-Show']",https://www.imdb.com/title/tt7262670/
Paul Murray Live,['archive footage'],1.8/10,2010–,2h,TV Series,,"['News', 'Sport', 'Talk-Show']",https://www.imdb.com/title/tt6518878/
The Young Turks,['archive footage'],5.3/10,2005–,1h,TV Series,TV-14,"['Comedy', 'News', 'Talk-Show']",https://www.imdb.com/title/tt1714810/
Minty Comedic Arts,['archive footage'],8.5/10,2015–,,TV Series,,['Talk-Show'],https://www.imdb.com/title/tt15481624/
Notes on a Scene,['archive footage'],,2017–,10m,TV Series,,['Documentary'],https://www.imdb.com/title/tt11087632/
The Zen Diaries of Garry Shandling,['archive footage'],8.4/10,2018,4h 19m,TV Movie,TV-MA,"['Documentary', 'Biography', 'Comedy']",https://www.imdb.com/title/tt7860890/
